-3.786823675927009081e+00 2.512127449580880878e+01
-3.783695686654351409e+00 4.042914039486784361e+01
-3.783311678693766833e+00 5.303805594253688582e+01
-3.781757408079610361e+00 6.808984405759225922e+01
-3.781361883819883918e+00 4.117749583999540874e+01
-3.780018060272324121e+00 6.718926115188136805e+01
-3.779318721214028454e+00 4.439202751276421566e+01
-3.779209530422901864e+00 5.230173404907750978e+01
-3.778837921192184979e+00 6.448551190925958565e+01
-3.778709714024157673e+00 4.689514268745447367e+01
-3.778161491652265447e+00 5.161621827461090106e+01
-3.778104562274979372e+00 6.661827505733904786e+01
-3.777439917099119970e+00 6.227973261335733923e+01
-3.777191769621151440e+00 5.616679580220365864e+01
-3.776991270146812685e+00 3.179784581069121430e+01
-3.776960164724175506e+00 3.156045862712878147e+01
-3.776877730602216765e+00 5.134098962779237496e+01
-3.776424035651433808e+00 5.796739621539699527e+01
-3.775643396470039104e+00 5.768956234305692732e+01
-3.775524551659422023e+00 4.031968148383091943e+01
-3.774435846994152133e+00 8.358216755520226116e+01
-3.774310240212876977e+00 4.521954893548932830e+01
-3.774087301461708233e+00 3.219212673963873783e+01
-3.773827395490731984e+00 2.321912102583606341e+01
-3.773644486665944431e+00 8.147740012788707986e+01
-3.772878849994145689e+00 3.116344327168188499e+01
-3.772791862462436807e+00 2.910314618707140255e+01
-3.772547025875905291e+00 7.693483960578323888e+01
-3.772295429889881202e+00 5.827439735757980088e+01
-3.772124947910294512e+00 4.026152578979201024e+01
-3.772042671155276139e+00 7.364706104087480298e+01
-3.771916087648101712e+00 4.531432929833083278e+01
-3.771807374844559302e+00 3.326830184823202785e+01
-3.771674559602884003e+00 5.181801250851651730e+01
-3.771535110013906067e+00 7.863788435303952440e+01
-3.771094805921077597e+00 6.042555994004125353e+01
-3.770956292399507248e+00 6.758752142241981176e+01
-3.770825430446038684e+00 5.970606346129380881e+01
-3.770679969926781450e+00 3.065928562491541243e+01
-3.770526271884161673e+00 6.058961973916977684e+01
-3.770276363699685440e+00 2.284928506294208717e+01
-3.770037125384043897e+00 4.942380881447382279e+01
-3.769894630415934422e+00 5.398019938508662818e+01
-3.769705671479234521e+00 4.336929007169845107e+01
-3.769517783014075363e+00 6.647112576329999456e+01
-3.769477362172934054e+00 4.987624207766989315e+01
-3.769372340091975193e+00 3.448415462533527887e+01
-3.769267418318198004e+00 5.950172886752366708e+01
-3.769148729958502475e+00 5.649909439626643604e+01
-3.769019871959031764e+00 8.243258499162452324e+01
-3.768811737458441780e+00 6.482666856174741099e+01
-3.768398943444469573e+00 1.587591843024408433e+01
-3.768119279420087508e+00 7.932055317669212968e+01
-3.767918691339555259e+00 5.037984022532292272e+01
-3.767696356946313330e+00 5.122556649447087551e+01
-3.767392230049793955e+00 3.288737606528655988e+01
-3.767240799197058454e+00 6.119359282610133732e+01
-3.767164825100889569e+00 6.791973915613195345e+01
-3.767012500696913513e+00 5.773915920043122441e+01
-3.766811907544746596e+00 7.064043106737278777e+01
-3.766771063417842402e+00 3.479678617574125354e+01
-3.766351242808101407e+00 4.272160840327015308e+01
-3.766241267771480050e+00 5.057611432686396569e+01
-3.766096739804190019e+00 8.081680423536033686e+01
-3.766030661520259226e+00 9.065444121133812416e+01
-3.765792696311358601e+00 2.568582640909646742e+01
-3.765603050212088299e+00 4.935982999414510886e+01
-3.765444667876733931e+00 6.207782008881843439e+01
-3.765381857922916353e+00 1.785959691965513230e+01
-3.765187652063242574e+00 7.560209515973474481e+01
-3.764949201902832776e+00 5.063834825312377319e+01
-3.764892159678140171e+00 6.254932388115612696e+01
-3.764532145938709551e+00 8.045048948355800178e+01
-3.764527018978226280e+00 4.790854461101283590e+01
-3.764287327226271351e+00 6.548316859490195441e+01
-3.763939088352979745e+00 3.429932011355386123e+01
-3.763897877639360345e+00 3.851337805249436030e+01
-3.763774316722825475e+00 5.341659394861370913e+01
-3.763681119830090793e+00 7.038605364901370365e+01
-3.763549706478184653e+00 2.694329228399617904e+01
-3.763439858385216663e+00 5.357015682007791213e+01
-3.763282434384431774e+00 9.128138558915185286e+01
-3.763091933842420467e+00 3.754999981545133636e+01
-3.762971389532942634e+00 2.360673519754540450e+01
-3.762770556832894187e+00 1.464740132403151129e+01
-3.762643261975632036e+00 5.814314952487391963e+01
-3.762454889173710626e+00 3.662704371561181205e+01
-3.762311441194273964e+00 5.117380041844703698e+01
-3.762231506611861676e+00 7.000090598419291155e+01
-3.762040764484649191e+00 4.183012524713939939e+01
-3.761958194483443929e+00 5.802825737265652606e+01
-3.761736025997022725e+00 6.437510992422447487e+01
-3.761377677538364050e+00 7.116845426635784122e+01
-3.761128639551934771e+00 6.145739769380983120e+01
-3.761013530485195044e+00 4.437119143860649473e+01
-3.760990524503928789e+00 7.075682469198959268e+01
-3.760887208260164982e+00 6.120991902272156437e+01
-3.760796431427797071e+00 6.095777411765583054e+01
-3.760598286317576644e+00 4.202640350556193738e+01
-3.760422950643720785e+00 5.926994653985180861e+01
-3.760241961768195473e+00 8.246870133768148037e+01
-3.760118288017171295e+00 4.071947971967291835e+01
-3.760067527960906819e+00 6.455363433355920222e+01
-3.759892212426946045e+00 7.458653321422829663e+01
-3.759811670462023248e+00 3.197148840682932303e+01
-3.759567413665555247e+00 5.176530808533056671e+01
-3.759454157449992007e+00 6.052616086208794144e+01
-3.759398032453915128e+00 8.883686041746220496e+01
-3.759178915299846047e+00 3.733069866905475465e+01
-3.759109939150635515e+00 8.285672864787282776e+01
-3.758976364137481596e+00 4.675448821230568086e+01
-3.758819416584077366e+00 1.276728369559164378e+01
-3.758771289169814178e+00 5.393941935515273656e+01
-3.758633712417511319e+00 8.430696260792710461e+01
-3.758486760494006873e+00 7.854569678481487927e+01
-3.758305587260929670e+00 4.817466381874184833e+01
-3.758206248777301806e+00 5.438836247344644192e+01
-3.758132287817083750e+00 3.474673607799593356e+01
-3.758024548955206434e+00 6.309144120610954332e+01
-3.757976682701822835e+00 7.611326738420039817e+01
-3.757718396164997809e+00 1.482400484638871241e+01
-3.757483105342868779e+00 5.684390366544240436e+01
-3.757277281790154078e+00 3.764078807358593082e+01
-3.757167364931729203e+00 8.242120898736069989e+01
-3.757096136863054436e+00 6.934452722024128946e+01
-3.756731817896472148e+00 4.923454662795855796e+01
-3.756624739272008018e+00 7.216397429985364909e+01
-3.756585673450837159e+00 3.152465006268743153e+01
-3.756497614468612412e+00 5.167861189911233311e+01
-3.756382458464269547e+00 1.815250463570620809e+01
-3.756195022101083136e+00 7.090221783309500836e+01
-3.756074774532093929e+00 5.192812035096136469e+01
-3.755969685905246269e+00 7.985473804874962411e+01
-3.755865125744438870e+00 6.117450164801653045e+01
-3.755580218595170994e+00 6.190003058244288781e+01
-3.755405320750488496e+00 6.620453074076159794e+01
-3.755201406530633612e+00 7.261626464873197051e+01
-3.755185736535590735e+00 8.379886122479466337e+01
-3.755083520854213930e+00 5.319885705701394585e+01
-3.754955571608031839e+00 7.182774495605373488e+01
-3.754692819417604799e+00 9.050795825948240747e+01
-3.754569312850765783e+00 2.786971189823901796e+01
-3.754352945205572389e+00 5.536548298702422244e+01
-3.754303437864177972e+00 5.195881642954905999e+01
-3.754170650086445793e+00 7.370515509517208841e+01
-3.754104965547916173e+00 6.245567699219184732e+01
-3.754025979156017101e+00 5.690506159941325848e+01
-3.753816629924417558e+00 6.550992768104822517e+01
-3.753747804211911454e+00 5.620829438209852214e+01
-3.753639252511030922e+00 7.336754309835166055e+01
-3.753462183813362607e+00 7.699211234511153634e+01
-3.753306177926325482e+00 6.637765558669055110e+01
-3.753215884518259493e+00 5.721829982580479879e+01
-3.753140999429528168e+00 4.249668782806654121e+01
-3.752929099839113380e+00 6.503306478345047026e+01
-3.752874405935834101e+00 5.769527732527998154e+01
-3.752630428799309747e+00 4.242903864794038782e+01
-3.752394904099463080e+00 5.809609577924272372e+01
-3.752286327806371613e+00 4.750810418342982189e+01
-3.752106779873431552e+00 7.449540967039514783e+01
-3.752094645380127602e+00 8.321748857957743439e+01
-3.752045312482752859e+00 4.847087784404723010e+01
-3.751786174444598831e+00 3.057655353079205085e+01
-3.751662620702582274e+00 6.228898611818953412e+01
-3.751497427268295493e+00 6.328121831291792176e+01
-3.751340721034339243e+00 4.301643577859055512e+01
-3.751243823005527389e+00 4.512144530184315983e+01
-3.751089873964133847e+00 4.719632225038952811e+01
-3.751020662580773379e+00 6.384564039910562627e+01
-3.750785290183595411e+00 4.932711948964411164e+01
-3.750663042101336941e+00 1.783561681190654724e+01
-3.750498241679215639e+00 6.028356653224333428e+01
-3.750343596218583375e+00 6.037078523119396323e+01
-3.750188058754916121e+00 3.494655584140367921e+01
-3.750167867631327479e+00 7.602441430825736290e+01
-3.749997744869327132e+00 8.876403214085399895e+01
-3.749901835589984689e+00 5.416121198546864690e+01
-3.749778240460518663e+00 6.634164135867989387e+01
-3.749739319443290420e+00 5.231430439497618323e+01
-3.749599112524943045e+00 3.534303339225262874e+01
-3.749474887986989913e+00 4.805763497440676701e+01
-3.749382759656743058e+00 1.536099636995435525e+01
-3.749148865975334477e+00 7.037840641210519266e+01
-3.749070022931212609e+00 8.552637443333493650e+01
-3.749012141313555979e+00 6.429755235557053084e+01
-3.748908670694097722e+00 5.975196088537555994e+01
-3.748783922653958989e+00 6.155674143540425547e+01
-3.748747420214364912e+00 4.585652420278108110e+01
-3.748695719798210035e+00 6.213296721400320166e+01
-3.748497321041337926e+00 6.175270860096457426e+01
-3.748453996013979328e+00 4.527021227336749831e+01
-3.748271378567517687e+00 4.054020338786263977e+01
-3.748206957968847064e+00 6.088102776627319201e+01
-3.748138239756049206e+00 8.111123562980979784e+01
-3.747966710542239621e+00 3.455463468488090939e+01
-3.747850915957168016e+00 5.938616979022035025e+01
-3.747708028163671212e+00 4.176738546796909901e+01
-3.747566431780895879e+00 5.110493395505687175e+01
-3.747452793444942198e+00 8.344955443624937175e+01
-3.747402932113019780e+00 6.314518708311194928e+01
-3.747234387227277086e+00 5.234500135320891445e+01
-3.747078845910771783e+00 6.787466241604430195e+01
-3.746990237517999756e+00 6.427244219338348330e+01
-3.746866667191229627e+00 2.086615493499023088e+01
-3.746695215495762454e+00 6.159918808024616510e+01
-3.746620311799271796e+00 7.482208036693825193e+01
-3.746538528003204416e+00 6.527300491087318335e+01
-3.746347715233557363e+00 4.352943280849657981e+01
-3.746232242567472781e+00 6.827835264979404428e+01
-3.746146161353344439e+00 7.460810639785256626e+01
-3.746071341100921881e+00 7.387998260375104564e+01
-3.745876615756841943e+00 2.872311591627057936e+01
-3.745834055042077892e+00 6.486045405565891997e+01
-3.745770694966877645e+00 7.220124688092792553e+01
-3.745750415372121722e+00 7.810435366700095017e+01
-3.745603525961002767e+00 2.905246838188233482e+01
-3.745508965340476948e+00 6.589294928212049740e+01
-3.745387690605465281e+00 3.222812140996013142e+01
-3.745228805724475585e+00 3.934637579057211809e+01
-3.745180095484073046e+00 2.062741191076536396e+01
-3.744835670757752588e+00 5.467983880532044338e+01
-3.744777803780293457e+00 5.837515158620871603e+01
-3.744633938276446194e+00 2.494079607117425823e+01
-3.744530122785620918e+00 4.344718061233768225e+01
-3.744504298153385147e+00 5.708094819797497621e+01
-3.744428527413138141e+00 5.995799460745505627e+01
-3.744354103928117183e+00 9.293878039738419261e+01
-3.744261650874991965e+00 5.838275118265235619e+01
-3.744043577057823313e+00 5.562105243858756154e+01
-3.743960382274786447e+00 4.742004176090087952e+01
-3.743614211973798955e+00 6.207317229454524465e+01
-3.743592747768931250e+00 4.857975703163647552e+01
-3.743516541091205241e+00 7.143608791067572383e+01
-3.743325392903800175e+00 4.749416449241761740e+01
-3.743221855848160473e+00 5.911885595359037637e+01
-3.743168448593747755e+00 6.785834056456971553e+01
-3.742950596806976726e+00 6.410132170475807811e+01
-3.742891948796032153e+00 5.670890797641124692e+01
-3.742693963487226050e+00 8.209088692929263686e+01
-3.742612230402444062e+00 8.063351606466530086e+01
-3.742510086545562498e+00 4.951396035324167855e+01
-3.742430535232098343e+00 6.438301597740306192e+01
-3.742251672089006664e+00 5.090752263860044025e+01
-3.742195187459269157e+00 8.501104387282299513e+01
-3.742032556951459643e+00 7.184934996488973979e+01
-3.741853068974245300e+00 5.253580841601885965e+01
-3.741778022601534470e+00 4.330535907055850942e+01
-3.741667961652399121e+00 7.781787442525585163e+01
-3.741567487366510125e+00 4.282803572494649558e+01
-3.741435880977851181e+00 8.465778298405832913e+01
-3.741228236879246882e+00 1.680866265443762941e+01
-3.741122489710895227e+00 9.959407957882039852e+01
